iter	RMSE
996	3.282326196
997	3.279981722
998	3.278524651
999	3.276487752
1000	3.274707199
1001	3.273153044
1002	3.27298027
1003	3.269666788
1004	3.269409272
1005	3.267409616
1006	3.265568875
1007	3.263630938
1008	3.263436164
1009	3.262922263
1010	3.260972884
1011	3.260494811
1012	3.258862652
1013	3.258617415
1014	3.256890338
1015	3.256716457
1016	3.254919127
1017	3.254739228
1018	3.253154274
1019	3.251207764
1020	3.251033971
1021	3.249152779
1022	3.248987633
1023	3.246743944
1024	3.245348016
1025	3.245103381
1026	3.244860828
1027	3.242587268
1028	3.242362249
1029	3.240362262
1030	3.2384563
1031	3.238224613
1032	3.236269723
1033	3.234269904
1034	3.232616431
1035	3.231011959
1036	3.230615873
1037	3.230442621
1038	3.228996587
1039	3.227036099
1040	3.226872125
1041	3.22478965
1042	3.222996164
1043	3.221343921
1044	3.219423074
1045	3.219206753
1046	3.217966695
1047	3.21500657
1048	3.212112854
1049	3.209559893
1050	3.20940392
1051	3.207477731
1052	3.205910165
1053	3.204027818
1054	3.203796079
1055	3.202071232
1056	3.199979005
1057	3.197718044
1058	3.197544703
1059	3.195194561
1060	3.194057568
1061	3.193508637
1062	3.193051037
1063	3.191606534
1064	3.189517646
1065	3.188121156
1066	3.186443133
1067	3.186291343
1068	3.184481662
1069	3.182813796
1070	3.180247815
1071	3.180084332
1072	3.179701661
1073	3.178085116
1074	3.176407835
1075	3.176040043
1076	3.175879345
1077	3.175435469
1078	3.173709274
1079	3.17355653
1080	3.173397938
1081	3.17186536
1082	3.17014517
1083	3.167951509
1084	3.16778392
1085	3.167573963
1086	3.165599451
1087	3.165455617
1088	3.165297776
1089	3.164949065
1090	3.163567129
1091	3.163408088
1092	3.160913278
1093	3.159082443
1094	3.157734248
1095	3.155905855
1096	3.154057128
1097	3.152337544
1098	3.151040839
1099	3.149396445
1100	3.149257584
1101	3.149109533
1102	3.146882958
1103	3.145395001
1104	3.145067607
1105	3.143360233
1106	3.141935059
1107	3.140303694
1108	3.138592706
1109	3.136058008
1110	3.135896888
1111	3.133773173
1112	3.132868649
1113	3.132719608
1114	3.132515897
1115	3.131962775
1116	3.130555494
1117	3.130344032
1118	3.130186398
1119	3.127755548
1120	3.126572514
1121	3.12637609
1122	3.126170429
1123	3.12575634
1124	3.124917121
1125	3.123593601
1126	3.121667165
1127	3.11917985
1128	3.117448907
1129	3.115745721
1130	3.113289616
1131	3.112460377
1132	3.112259584
1133	3.11187521
1134	3.11168748
1135	3.111549744
1136	3.109651863
1137	3.109515299
1138	3.108169346
1139	3.105828389
1140	3.103209047
1141	3.101855056
1142	3.099641897
1143	3.099468585
1144	3.099287517
1145	3.099153206
1146	3.098244711
1147	3.096381897
1148	3.094907395
1149	3.094754811
1150	3.093308554
1151	3.091734791
1152	3.090391133
1153	3.088040403
1154	3.087908409
1155	3.086669309
1156	3.085130313
1157	3.083682899
1158	3.081532001
1159	3.079676656
1160	3.078275252
1161	3.078131302
1162	3.076713382
1163	3.075050232
1164	3.073540165
1165	3.07207381
1166	3.07194158
1167	3.071756688
1168	3.07077227
1169	3.070631111
1170	3.069418479
1171	3.066885529
1172	3.066757428
1173	3.064984802
1174	3.0645971
1175	3.064470175
1176	3.064350022
1177	3.062409004
1178	3.060000961
1179	3.059333956
1180	3.05781748
1181	3.057469409
1182	3.05547066
1183	3.054116084
1184	3.051402436
1185	3.049839335
1186	3.049696822
1187	3.048582528
1188	3.046793214
1189	3.045349607
1190	3.044141026
1191	3.042793015
1192	3.0426765
1193	3.04116707
1194	3.040991117
1195	3.038983104
1196	3.037526003
1197	3.035799074
1198	3.034061215
1199	3.032752757
1200	3.031114127
1201	3.029560481
1202	3.027936261
1203	3.02777564
1204	3.026417396
1205	3.024867827
1206	3.023302197
1207	3.021790995
1208	3.021653146
1209	3.021521271
1210	3.019705615
1211	3.019574638
1212	3.017861215
1213	3.017738273
1214	3.017623907
1215	3.016327169
1216	3.014983856
1217	3.014861047
1218	3.013400518
1219	3.01222496
1220	3.011394748
1221	3.011281464
1222	3.009255338
1223	3.009024733
1224	3.007464161
1225	3.007102744
1226	3.005771556
1227	3.004308486
1228	3.003264871
1229	3.002516368
1230	3.002384689
1231	3.002071083
1232	3.000401544
1233	2.999340481
1234	2.997458992
1235	2.996283134
1236	2.994764282
1237	2.99463792
1238	2.994376421
1239	2.992947912
1240	2.991447047
1241	2.991320106
1242	2.990090276
1243	2.98935868
1244	2.988331041
1245	2.986904125
1246	2.985569844
1247	2.985456921
1248	2.983721186
1249	2.983597201
1250	2.983438663
1251	2.981393441
1252	2.98073105
1253	2.979482278
1254	2.977866425
1255	2.976750275
1256	2.975381325
1257	2.97516357
1258	2.973754974
1259	2.972297927
1260	2.972156182
1261	2.972035053
1262	2.971875582
1263	2.970090267
1264	2.969104846
1265	2.967727243
1266	2.96637186
1267	2.966246851
1268	2.96608465
1269	2.964727442
1270	2.963401956
1271	2.962500866
1272	2.96155685
1273	2.961451559
1274	2.961331663
1275	2.959742888
1276	2.959634809
1277	2.958472809
1278	2.957505114
1279	2.957368162
1280	2.956373204
1281	2.954702387
1282	2.953284913
1283	2.952327161
1284	2.950989955
1285	2.950872725
1286	2.949731945
1287	2.948108016
1288	2.948007723
1289	2.947043051
1290	2.946925712
1291	2.946811129
1292	2.945192125
1293	2.943852042
1294	2.942229933
1295	2.942116033
1296	2.942002911
1297	2.941565997
1298	2.940100759
1299	2.938689626
1300	2.938142509
1301	2.937400261
1302	2.93609365
1303	2.935622727
1304	2.934492799
1305	2.934376793
1306	2.934264264
1307	2.93415462
1308	2.934045723
1309	2.933116762
1310	2.932078883
1311	2.931113445
1312	2.931017087
1313	2.930038705
1314	2.928533959
1315	2.926227077
1316	2.92602872
1317	2.925171619
1318	2.925059785
1319	2.924951254
1320	2.923456111
1321	2.923350611
1322	2.923222101
1323	2.922029988
1324	2.920535849
1325	2.919937183
1326	2.918349144
1327	2.917065256
1328	2.916033573
1329	2.914635662
1330	2.913670791
1331	2.912445394
1332	2.910850426
1333	2.909369283
1334	2.908604622
1335	2.906904264
1336	2.90577832
1337	2.903806406
1338	2.902432783
1339	2.902329581
1340	2.901340296
1341	2.901232833
1342	2.899812752
1343	2.899719055
1344	2.89961281
1345	2.898069704
1346	2.89644844
1347	2.89540755
1348	2.894290406
1349	2.893003088
1350	2.891750493
1351	2.890698296
1352	2.89058207
1353	2.889622357
1354	2.888431471
1355	2.888334576
1356	2.886646579
1357	2.88535903
1358	2.884166813
1359	2.882911668
1360	2.881785248
1361	2.880565366
1362	2.87938316
1363	2.8792797
1364	2.877803209
1365	2.877708582
1366	2.877605127
1367	2.87749341
1368	2.877395105
1369	2.875921582
1370	2.875821118
1371	2.873910942
1372	2.873811167
1373	2.873712052
1374	2.872986788
1375	2.871783345
1376	2.871602039
1377	2.871506399
1378	2.87140888
1379	2.870127308
1380	2.870030571
1381	2.869098618
1382	2.868977289
1383	2.868119575
1384	2.86653391
1385	2.866440864
1386	2.86524092
1387	2.865151853
1388	2.865059448
1389	2.864965208
1390	2.864120384
1391	2.862288295
1392	2.861401013
1393	2.860375133
1394	2.859558113
1395	2.859477376
1396	2.858172363
1397	2.856772282
1398	2.855776067
1399	2.854198969
1400	2.854004496
1401	2.853916781
1402	2.853823771
1403	2.851504363
1404	2.851417612
1405	2.851325685
1406	2.850418793
1407	2.849169066
1408	2.847826656
1409	2.846633172
1410	2.84644156
1411	2.844926757
1412	2.843657565
1413	2.842840192
1414	2.842748622
1415	2.841915731
1416	2.840723492
1417	2.839409917
1418	2.837797524
1419	2.836225305
1420	2.835380296
1421	2.83529221
1422	2.835202208
1423	2.835112798
1424	2.833911027
1425	2.833108684
1426	2.831855065
1427	2.831550457
1428	2.830047992
1429	2.829853787
1430	2.827918367
1431	2.826448022
1432	2.826358167
1433	2.825196035
1434	2.823838721
1435	2.822917712
1436	2.822838746
1437	2.821545013
1438	2.821468753
1439	2.82068472
1440	2.819480292
1441	2.818086378
1442	2.816593172
1443	2.815590313
1444	2.814796561
1445	2.814332835
1446	2.814248221
1447	2.814167468
1448	2.813307142
1449	2.813224177
1450	2.811704456
1451	2.811621623
1452	2.810454328
1453	2.809072551
1454	2.80899575
1455	2.807662463
1456	2.806446693
1457	2.804267577
1458	2.80418128
1459	2.802722813
1460	2.802638711
1461	2.801680818
1462	2.800334125
1463	2.800248386
1464	2.799085092
1465	2.797920399
1466	2.797835326
1467	2.796436563
1468	2.796352134
1469	2.794667074
1470	2.793519363
1471	2.793094504
1472	2.79210892
1473	2.792036032
1474	2.79084726
1475	2.79013247
1476	2.788737546
1477	2.788659361
1478	2.78857784
1479	2.787160641
1480	2.785700293
1481	2.785308279
1482	2.784565967
1483	2.783825368
1484	2.783006217
1485	2.781869644
1486	2.78086372
1487	2.779532286
1488	2.777956369
1489	2.77787448
1490	2.777794886
1491	2.777079757
1492	2.775403648
1493	2.774271696
1494	2.773046712
1495	2.772149814
1496	2.771006056
1497	2.769567311
1498	2.769487787
1499	2.768504632
1500	2.767420396
1501	2.76658324
1502	2.766503039
1503	2.766424297
1504	2.765095481
1505	2.763788139
1506	2.762659714
1507	2.761790201
1508	2.761090081
1509	2.760012043
1510	2.759937167
1511	2.758713107
1512	2.757766419
1513	2.757699135
1514	2.757622137
1515	2.756525935
1516	2.755661577
1517	2.754895507
1518	2.754104002
1519	2.754026844
1520	2.752759412
1521	2.751322709
1522	2.749819061
1523	2.749143908
1524	2.748419052
1525	2.74797586
1526	2.746554636
1527	2.745183788
1528	2.745117189
1529	2.743887924
1530	2.743812046
1531	2.742911747
1532	2.742836202
1533	2.74160064
1534	2.740832542
1535	2.740765515
1536	2.739943669
1537	2.739282231
1538	2.737494214
1539	2.736185362
1540	2.734892807
1541	2.734013301
1542	2.733252082
1543	2.731896543
1544	2.730676081
1545	2.72949828
1546	2.729423308
1547	2.72798605
1548	2.726766388
1549	2.725877386
1550	2.72446124
1551	2.724387201
1552	2.723943054
1553	2.723014997
1554	2.722941376
1555	2.722875583
1556	2.722806038
1557	2.721564999
1558	2.720716237
1559	2.719006012
1560	2.717809285
1561	2.716513063
1562	2.716447321
1563	2.715080093
1564	2.715018591
1565	2.713460883
1566	2.713008293
1567	2.71293647
1568	2.712199186
1569	2.711148514
1570	2.710373598
1571	2.708568468
1572	2.70849616
1573	2.707316575
1574	2.705897099
1575	2.704887323
1576	2.70374967
1577	2.702928301
1578	2.702864381
1579	2.701979831
1580	2.701908809
1581	2.701157755
1582	2.700691325
1583	2.699558985
1584	2.698448266
1585	2.697738458
1586	2.69656538
1587	2.696035417
1588	2.69533822
1589	2.695210697
1590	2.695140557
1591	2.693945622
1592	2.692893914
1593	2.691810833
1594	2.690652994
1595	2.689136579
1596	2.689046133
1597	2.688983914
1598	2.688914903
1599	2.688052583
1600	2.687925091
1601	2.687864632
1602	2.687738993
1603	2.687623333
1604	2.687143286
1605	2.686021293
1606	2.685051008
1607	2.684983475
1608	2.68477783
1609	2.684145506
1610	2.684080262
1611	2.682293273
1612	2.680629353
1613	2.679677425
1614	2.678327148
1615	2.67733549
1616	2.676512258
1617	2.676351022
1618	2.675387148
1619	2.674583054
1620	2.673707606
1621	2.672633758
1622	2.671599852
1623	2.671534333
1624	2.671448885
1625	2.670590977
1626	2.66941501
1627	2.668075373
1628	2.666910433
1629	2.665687105
1630	2.664503677
1631	2.663250589
1632	2.662550613
1633	2.661416139
1634	2.660291793
1635	2.66022627
1636	2.65912102
1637	2.659058452
1638	2.658229249
1639	2.658172644
1640	2.658109178
1641	2.657418669
1642	2.656271313
1643	2.654702261
1644	2.654132869
1645	2.653375123
1646	2.653311362
1647	2.653248746
1648	2.65259429
1649	2.651865577
1650	2.651803348
1651	2.650749331
1652	2.649638176
1653	2.648855344
1654	2.647524274
1655	2.646536122
1656	2.645577644
1657	2.645499328
1658	2.645444643
1659	2.64441875
1660	2.643698551
1661	2.642497837
1662	2.642435736
1663	2.64199581
1664	2.641802447
