iter	RMSE
1665	2.64117108
1666	2.64034605
1667	2.638786223
1668	2.638343127
1669	2.638294412
1670	2.637526189
1671	2.63663095
1672	2.635691362
1673	2.635632644
1674	2.634411511
1675	2.633617845
1676	2.633559567
1677	2.633484668
1678	2.632447389
1679	2.631358045
1680	2.630463871
1681	2.629289388
1682	2.628348728
1683	2.627173373
1684	2.62650701
1685	2.625723641
1686	2.625664138
1687	2.624671193
1688	2.624586486
1689	2.623240815
1690	2.621577089
1691	2.620660617
1692	2.619287626
1693	2.618587109
1694	2.617118928
1695	2.617006175
1696	2.616678979
1697	2.616211134
1698	2.615304478
1699	2.61448282
1700	2.613799806
1701	2.613172472
1702	2.612563742
1703	2.611859555
1704	2.611551944
1705	2.610412265
1706	2.610356364
1707	2.609341167
1708	2.609283949
1709	2.609228609
1710	2.609171122
1711	2.608239624
1712	2.607457102
1713	2.606547955
1714	2.606494865
1715	2.606246435
1716	2.605454457
1717	2.605398307
1718	2.605059815
1719	2.603984766
1720	2.603880457
1721	2.603828039
1722	2.602287118
1723	2.60138951
1724	2.600327663
1725	2.599245039
1726	2.599191938
1727	2.598153331
1728	2.598104765
1729	2.597078724
1730	2.596418142
1731	2.5960952
1732	2.595299094
1733	2.594551394
1734	2.593800623
1735	2.593100523
1736	2.592023798
1737	2.591975255
1738	2.591921075
1739	2.590895463
1740	2.590789355
1741	2.590324495
1742	2.590273087
1743	2.589448571
1744	2.589152422
1745	2.588200859
1746	2.586720441
1747	2.585967928
1748	2.585914092
1749	2.58574444
1750	2.584401689
1751	2.583439725
1752	2.582508505
1753	2.582457933
1754	2.582407363
1755	2.581511985
1756	2.580379228
1757	2.580137882
1758	2.578980912
1759	2.578400182
1760	2.577510022
1761	2.576216046
1762	2.576167762
1763	2.576023195
1764	2.575880495
1765	2.575149123
1766	2.574551597
1767	2.573499467
1768	2.572853044
1769	2.571921924
1770	2.571235911
1771	2.570367563
1772	2.569290251
1773	2.569245163
1774	2.568477618
1775	2.567479989
1776	2.567431212
1777	2.567380433
1778	2.566423804
1779	2.566135781
1780	2.565151228
1781	2.564473411
1782	2.563273724
1783	2.562821753
1784	2.561743949
1785	2.560894218
1786	2.56051573
1787	2.559715491
1788	2.558500894
1789	2.558037368
1790	2.557007012
1791	2.55622442
1792	2.555248497
1793	2.554679438
1794	2.553398964
1795	2.552374337
1796	2.551705878
1797	2.550914826
1798	2.550867075
1799	2.549769109
1800	2.549132953
1801	2.548293942
1802	2.547441007
1803	2.546917496
1804	2.546362722
1805	2.545253353
1806	2.545205731
1807	2.545154995
1808	2.543680954
1809	2.543635134
1810	2.542665801
1811	2.541798094
1812	2.540871111
1813	2.540190473
1814	2.539586499
1815	2.53900018
1816	2.537543836
1817	2.536939262
1818	2.535693736
1819	2.53465196
1820	2.534608367
1821	2.534066601
1822	2.533217796
1823	2.532931665
1824	2.532884951
1825	2.531713822
1826	2.53102169
1827	2.530375716
1828	2.530224411
1829	2.529301044
1830	2.528605089
1831	2.527461962
1832	2.527415498
1833	2.527365381
1834	2.52653021
1835	2.525879515
1836	2.524921143
1837	2.523797193
1838	2.523747549
1839	2.522423612
1840	2.521807969
1841	2.521186517
1842	2.520358569
1843	2.519654686
1844	2.518960877
1845	2.517993278
1846	2.517484573
1847	2.516159395
1848	2.51600141
1849	2.514836057
1850	2.513901737
1851	2.513170338
1852	2.513122865
1853	2.511873095
1854	2.511533011
1855	2.510429415
1856	2.509619332
1857	2.508927628
1858	2.50810884
1859	2.50797241
1860	2.507107788
1861	2.507062988
1862	2.506431833
1863	2.506299636
1864	2.506023838
1865	2.504990923
1866	2.504905541
1867	2.504248004
1868	2.5032518
1869	2.502282752
1870	2.50150672
1871	2.501452244
1872	2.500601149
1873	2.500554899
1874	2.499837569
1875	2.498883881
1876	2.49829378
1877	2.497660074
1878	2.496800872
1879	2.495887425
1880	2.495230004
1881	2.494369157
1882	2.493724536
1883	2.493141981
1884	2.493101994
1885	2.492298495
1886	2.492014331
1887	2.491114283
1888	2.490224748
1889	2.490178923
1890	2.489548065
1891	2.488333307
1892	2.487575489
1893	2.486834047
1894	2.485771648
1895	2.484957583
1896	2.484375189
1897	2.483785094
1898	2.482827409
1899	2.481787976
1900	2.481198029
1901	2.481054452
1902	2.48097415
1903	2.479821745
1904	2.478870277
1905	2.478824985
1906	2.477865761
1907	2.476846346
1908	2.475793431
1909	2.475748144
1910	2.474716668
1911	2.473411976
1912	2.47278581
1913	2.472257829
1914	2.471605384
1915	2.471463765
1916	2.470604932
1917	2.469721905
1918	2.469177966
1919	2.468325785
1920	2.467811021
1921	2.465904258
1922	2.465073501
1923	2.464118139
1924	2.4635032
1925	2.463203204
1926	2.462671778
1927	2.461963871
1928	2.461919336
1929	2.461875104
1930	2.461195677
1931	2.461151722
1932	2.460583726
1933	2.45982332
1934	2.459127782
1935	2.459084683
1936	2.458605072
1937	2.457883059
1938	2.456776951
1939	2.455945754
1940	2.455637423
1941	2.454617266
1942	2.454574031
1943	2.453689915
1944	2.4536491
1945	2.453606315
1946	2.453565946
1947	2.452871598
1948	2.452178229
1949	2.452135918
1950	2.452079206
1951	2.45119242
1952	2.450668501
1953	2.450135224
1954	2.449647777
1955	2.448702932
1956	2.447604349
1957	2.447562739
1958	2.446424623
1959	2.445718585
1960	2.444846586
1961	2.443304706
1962	2.442681283
1963	2.441562642
1964	2.441175499
1965	2.440268604
1966	2.440225477
1967	2.439740251
1968	2.439700935
1969	2.438833168
1970	2.43822938
1971	2.436896121
1972	2.436255997
1973	2.435523112
1974	2.434561965
1975	2.433873045
1976	2.43383531
1977	2.4337161
1978	2.433186406
1979	2.432070077
1980	2.431202072
1981	2.4311635
1982	2.430542638
1983	2.430503538
1984	2.430073774
1985	2.429403289
1986	2.428963704
1987	2.42869621
1988	2.427811302
1989	2.427771312
1990	2.426798273
1991	2.426083485
1992	2.426043784
1993	2.425420761
1994	2.424676341
1995	2.424119576
1996	2.424084883
1997	2.423611727
1998	2.423057708
1999	2.422538796
2000	2.42242347
2001	2.422137646
2002	2.422062522
2003	2.420987157
2004	2.419427905
2005	2.419327097
2006	2.419000245
2007	2.418962818
2008	2.41864026
2009	2.418056897
2010	2.417078685
2011	2.416137897
2012	2.416085229
2013	2.415432887
2014	2.415398045
2015	2.414892274
2016	2.413934664
2017	2.41338744
2018	2.413107051
2019	2.412106675
2020	2.412069244
2021	2.411263203
2022	2.411225973
2023	2.410929545
2024	2.41031685
2025	2.410281201
2026	2.409692591
2027	2.409139813
2028	2.409104386
2029	2.408306874
2030	2.407564805
2031	2.406768259
2032	2.406196785
2033	2.405098372
2034	2.404240158
2035	2.403300452
2036	2.40261392
2037	2.402100245
2038	2.401096736
2039	2.400182485
2040	2.399267757
2041	2.398752417
2042	2.398096382
2043	2.397538611
2044	2.396645232
2045	2.396074146
2046	2.395979494
2047	2.39522342
2048	2.395188523
2049	2.394450218
2050	2.393510865
2051	2.393476077
2052	2.39278654
2053	2.39224113
2054	2.392207385
2055	2.392171927
2056	2.391138467
2057	2.390795289
2058	2.390759902
2059	2.390354418
2060	2.390024745
2061	2.389198351
2062	2.388410333
2063	2.387256462
2064	2.386069147
2065	2.385157786
2066	2.384743624
2067	2.384694239
2068	2.384660542
2069	2.384551171
2070	2.384166609
2071	2.383880577
2072	2.382946515
2073	2.38208287
2074	2.381204783
2075	2.380350224
2076	2.37954174
2077	2.378651689
2078	2.378119928
2079	2.377217033
2080	2.376377181
2081	2.375766506
2082	2.374843484
2083	2.37473551
2084	2.373833732
2085	2.372978215
2086	2.372057981
2087	2.371384276
2088	2.370617362
2089	2.370002288
2090	2.369970611
2091	2.369122324
2092	2.368584836
2093	2.368551006
2094	2.367619091
2095	2.36626637
2096	2.365640474
2097	2.365215304
2098	2.365182619
2099	2.36515072
2100	2.364947571
2101	2.364901068
2102	2.364014894
2103	2.363314635
2104	2.363208186
2105	2.362118784
2106	2.361748916
2107	2.361338825
2108	2.361312874
2109	2.360108727
2110	2.359318347
2111	2.3588677
2112	2.358252927
2113	2.357855598
2114	2.356960438
2115	2.356930661
2116	2.355860151
2117	2.355346215
2118	2.354360642
2119	2.353578878
2120	2.352707957
2121	2.35206635
2122	2.351389805
2123	2.350737696
2124	2.350170422
2125	2.349784899
2126	2.348959266
2127	2.348188518
2128	2.347326003
2129	2.346561156
2130	2.346166047
2131	2.345826477
2132	2.345049278
2133	2.344069754
2134	2.343335043
2135	2.342826441
2136	2.342793206
2137	2.342760191
2138	2.342727394
2139	2.342696017
2140	2.341833002
2141	2.34180193
2142	2.341586089
2143	2.340829918
2144	2.339743057
2145	2.339057192
2146	2.338270304
2147	2.337550788
2148	2.336793571
2149	2.336754475
2150	2.335659137
2151	2.335628274
2152	2.335248896
2153	2.334383278
2154	2.334343463
2155	2.333049549
2156	2.332686733
2157	2.332093796
2158	2.331796689
2159	2.33106669
2160	2.330078286
2161	2.329253871
2162	2.329132306
2163	2.328661891
2164	2.327929621
2165	2.327175938
2166	2.326668304
2167	2.326636903
2168	2.326608587
2169	2.326159977
2170	2.32567673
2171	2.324538919
2172	2.324099509
2173	2.323987304
2174	2.323685682
2175	2.323658439
2176	2.322515807
2177	2.322033502
2178	2.320968372
2179	2.320942673
2180	2.320900824
2181	2.32080843
2182	2.320667538
2183	2.319076768
2184	2.318629256
2185	2.317823881
2186	2.317698315
2187	2.317158964
2188	2.317130513
2189	2.317099447
2190	2.316363022
2191	2.315989757
2192	2.315462592
2193	2.314746081
2194	2.314371713
2195	2.313954096
2196	2.313094982
2197	2.312688432
2198	2.312660475
2199	2.311862349
2200	2.311045794
2201	2.310494776
2202	2.310462878
2203	2.310433237
2204	2.310063004
2205	2.310040425
2206	2.309530329
2207	2.30880154
2208	2.307929667
2209	2.307905112
2210	2.307344026
2211	2.306884404
2212	2.306128115
2213	2.306102634
2214	2.306062682
2215	2.305111038
2216	2.304309357
2217	2.303330126
2218	2.302912395
2219	2.301866963
2220	2.301426535
2221	2.300910608
2222	2.299638389
2223	2.298640958
2224	2.298176018
2225	2.297994178
2226	2.297298462
2227	2.296772354
2228	2.296092619
2229	2.295268754
2230	2.294890376
2231	2.294607711
2232	2.293694041
2233	2.293320958
2234	2.292631283
2235	2.291594278
2236	2.291256289
2237	2.290539387
2238	2.290515283
2239	2.290152166
2240	2.290125339
2241	2.289807215
2242	2.289049845
2243	2.288528301
2244	2.287666136
2245	2.28674309
2246	2.285956886
2247	2.285805585
2248	2.285108172
2249	2.284385555
2250	2.283738382
2251	2.283261408
2252	2.282382525
2253	2.28181846
2254	2.281787903
2255	2.28110929
2256	2.280421226
2257	2.279905389
2258	2.279211955
2259	2.27849169
2260	2.278119281
2261	2.277088056
2262	2.276408608
2263	2.276321388
2264	2.275720162
2265	2.275039289
2266	2.274649699
2267	2.273954492
2268	2.273213928
2269	2.272584726
2270	2.271434601
2271	2.270909058
2272	2.270370708
2273	2.270344521
2274	2.269597355
2275	2.269011087
2276	2.268714983
2277	2.267909384
2278	2.26723116
2279	2.266732519
2280	2.265922931
2281	2.265279952
2282	2.264746292
2283	2.264000008
2284	2.263886874
2285	2.263228857
2286	2.263198742
2287	2.26270255
2288	2.262679523
2289	2.262098835
2290	2.261791954
2291	2.261763412
2292	2.261564046
2293	2.260912833
2294	2.260055093
2295	2.259423564
2296	2.258888117
2297	2.258862405
2298	2.258357809
2299	2.258333033
2300	2.257824305
2301	2.256430354
2302	2.25640316
2303	2.255701472
2304	2.25567047
2305	2.255100698
2306	2.254796423
2307	2.254027107
2308	2.253496819
2309	2.252841598
2310	2.252286531
2311	2.251349564
2312	2.250452811
2313	2.249279506
2314	2.248651692
2315	2.248626651
2316	2.247632846
2317	2.247605985
2318	2.246371116
2319	2.24607391
2320	2.245862831
2321	2.245838778
2322	2.245150673
2323	2.24443108
2324	2.243679057
2325	2.243034975
2326	2.242394468
2327	2.24156493
2328	2.241021495
2329	2.239832694
2330	2.23936678
2331	2.238721814
2332	2.23811495
2333	2.238092168
2334	2.237886535
2335	2.237505842
2336	2.237482862
2337	2.236936856
2338	2.236015305
2339	2.235796006
2340	2.235255137
2341	2.234937314
2342	2.233640615
2343	2.232820934
2344	2.232796893
2345	2.232223895
2346	2.231643627
2347	2.230826113
2348	2.230386346
2349	2.229113557
2350	2.228217532
2351	2.227685602
2352	2.227173355
2353	2.22635037
2354	2.225722899
2355	2.225356569
2356	2.224496754
2357	2.2238707
2358	2.223170791
2359	2.223144949
2360	2.223120807
2361	2.222609471
2362	2.221759679
2363	2.221738353
2364	2.221256005
2365	2.220558332
2366	2.220129473
2367	2.219603509
2368	2.219010766
2369	2.218583029
2370	2.21801275
2371	2.217545706
2372	2.216872298
2373	2.216383286
2374	2.21570529
2375	2.215392027
2376	2.215371942
2377	2.214336334
2378	2.213745889
2379	2.212930922
2380	2.212549856
2381	2.211469805
2382	2.210918787
2383	2.210899979
2384	2.210290475
2385	2.209722759
2386	2.209702548
2387	2.209357341
2388	2.208884336
2389	2.208511299
2390	2.20842065
2391	2.207763992
2392	2.206976902
2393	2.206207142
2394	2.205439675
2395	2.20490915
2396	2.204750822
2397	2.20432547
2398	2.203963948
2399	2.203069878
2400	2.202474935
2401	2.201876834
2402	2.201324522
2403	2.2002924
2404	2.199575732
2405	2.19955322
2406	2.199296271
2407	2.19927433
2408	2.198498738
2409	2.197832893
2410	2.197810669
2411	2.197358775
2412	2.196819722
2413	2.196798606
2414	2.196251021
2415	2.195609751
2416	2.194756155
2417	2.194127602
2418	2.194106941
2419	2.193182503
2420	2.192611899
2421	2.19259039
2422	2.191913845
2423	2.19188494
2424	2.191195633
2425	2.191169797
2426	2.190447863
2427	2.190017695
2428	2.189499074
2429	2.189325484
2430	2.188874266
2431	2.188122401
2432	2.187489625
2433	2.187411106
2434	2.187021866
2435	2.186258504
2436	2.1852844
2437	2.184926845
2438	2.184415408
2439	2.184332805
2440	2.184251256
2441	2.183941654
2442	2.183860768
2443	2.183199238
2444	2.183176129
2445	2.183146959
2446	2.182532501
2447	2.182112224
2448	2.18179126
2449	2.181770907
2450	2.181290343
2451	2.180488172
2452	2.180242728
2453	2.1797391
2454	2.179719389
2455	2.179543503
2456	2.179258255
2457	2.178344809
2458	2.17790801
2459	2.177481594
2460	2.176991502
2461	2.176591919
2462	2.176568554
2463	2.17572074
2464	2.175032336
2465	2.175010266
2466	2.174332224
2467	2.174090243
2468	2.173539381
2469	2.17307885
2470	2.172557753
2471	2.172039733
2472	2.171645935
2473	2.171357428
2474	2.170718074
2475	2.170006286
2476	2.169555937
2477	2.16900293
2478	2.168526886
2479	2.168048001
2480	2.16802741
2481	2.167446823
2482	2.166583371
2483	2.165824207
2484	2.165306839
2485	2.164859173
2486	2.164206799
2487	2.163529442
2488	2.162560174
2489	2.162203789
2490	2.161657264
2491	2.161439264
2492	2.160826571
2493	2.160510221
2494	2.159656806
2495	2.159564823
2496	2.15888117
2497	2.158271424
2498	2.158008546
2499	2.157800298
2500	2.157201105
2501	2.157182415
2502	2.156721183
2503	2.155981134
2504	2.155572673
2505	2.155302752
2506	2.154361403
2507	2.153807435
2508	2.153037943
2509	2.152754374
2510	2.15220713
2511	2.151727054
2512	2.150980313
2513	2.150567385
2514	2.150108645
2515	2.149372336
2516	2.149352723
2517	2.148863343
2518	2.148555622
2519	2.148135721
2520	2.147716232
2521	2.147405898
2522	2.146896526
2523	2.146496208
2524	2.146215129
2525	2.14570068
2526	2.145314433
2527	2.144936706
2528	2.144842865
2529	2.1445317
2530	2.143758287
2531	2.143197325
2532	2.142591343
2533	2.142537919
2534	2.14212697
2535	2.141241713
2536	2.14067942
2537	2.140164382
2538	2.139712134
2539	2.139389954
2540	2.139038666
2541	2.138484734
2542	2.138465711
2543	2.138014015
2544	2.137511498
2545	2.13664439
2546	2.136397747
2547	2.136024006
2548	2.135494934
2549	2.134831009
2550	2.134044515
2551	2.133245133
2552	2.132557455
2553	2.131998547
2554	2.131464189
2555	2.130936125
2556	2.130588665
2557	2.130044285
2558	2.129655793
2559	2.129175229
2560	2.128210691
2561	2.128194175
2562	2.127502349
2563	2.127164764
2564	2.126165987
2565	2.12586932
2566	2.125490404
2567	2.125121545
2568	2.124437019
2569	2.123952781
2570	2.123325774
2571	2.122644606
2572	2.122442134
2573	2.122062498
2574	2.121994628
2575	2.121592586
2576	2.120978504
2577	2.120594716
2578	2.120069516
2579	2.119339788
2580	2.118755569
2581	2.118151925
2582	2.118081869
2583	2.117684883
2584	2.117342139
2585	2.116728649
2586	2.116134967
2587	2.115596605
2588	2.115079955
2589	2.114375894
2590	2.113946212
2591	2.113894195
2592	2.113870961
2593	2.11336709
2594	2.112707726
2595	2.112387229
2596	2.112139269
2597	2.11140238
2598	2.110879958
2599	2.110550315
2600	2.109844642
2601	2.108683737
2602	2.108666306
2603	2.10785568
2604	2.107326858
2605	2.106800278
2606	2.10638455
2607	2.106365854
2608	2.105428308
2609	2.104666026
2610	2.10430894
2611	2.103804769
2612	2.103226823
2613	2.10249326
2614	2.101784975
2615	2.101087801
2616	2.100780601
2617	2.100243004
2618	2.099932573
2619	2.099421946
2620	2.098806516
2621	2.098192837
2622	2.09746269
2623	2.097183339
2624	2.097166294
2625	2.09714204
2626	2.096680862
2627	2.096301371
2628	2.096250611
2629	2.095788997
2630	2.095253036
2631	2.094634159
2632	2.094199096
2633	2.093233
2634	2.092715134
2635	2.091763992
2636	2.09146279
2637	2.090889848
2638	2.090081096
2639	2.090066647
2640	2.089703249
2641	2.089230922
2642	2.088677162
2643	2.08811033
2644	2.087701911
2645	2.087241204
2646	2.086637969
2647	2.086316519
2648	2.0860278
2649	2.086010697
2650	2.084890734
2651	2.084314434
2652	2.083928123
2653	2.08330573
2654	2.083293035
2655	2.082935018
2656	2.082526812
2657	2.082011638
2658	2.081502999
2659	2.080955568
2660	2.080581669
2661	2.080364294
2662	2.080246125
2663	2.080101575
2664	2.0791024
2665	2.078515431
2666	2.078146025
2667	2.077885956
2668	2.077390647
2669	2.076463949
2670	2.076114575
2671	2.075638152
2672	2.075369711
2673	2.074596968
2674	2.074103054
2675	2.073799005
2676	2.073554828
2677	2.07281846
2678	2.072333243
2679	2.07192429
2680	2.071504042
2681	2.070732119
2682	2.070220613
2683	2.069577786
2684	2.069282353
2685	2.068657189
2686	2.068207871
2687	2.067946679
2688	2.067928149
2689	2.067446046
2690	2.067110245
2691	2.06683712
2692	2.066496123
2693	2.066208267
2694	2.065765066
2695	2.065238966
2696	2.064587928
2697	2.06401862
2698	2.063633251
2699	2.063218632
2700	2.062768254
2701	2.062434127
2702	2.062197128
2703	2.06177668
2704	2.061432308
2705	2.06093833
2706	2.060622404
2707	2.060048545
2708	2.060025487
2709	2.059889359
2710	2.059336567
2711	2.059229736
2712	2.058549875
2713	2.058032751
2714	2.057208186
2715	2.057002821
2716	2.056450787
2717	2.055860845
2718	2.055491778
2719	2.054889594
2720	2.054470832
2721	2.054015818
2722	2.053602894
2723	2.052941342
2724	2.052340603
2725	2.051849744
2726	2.051298001
2727	2.050651704
2728	2.050289285
2729	2.049669097
2730	2.049093336
2731	2.048846187
2732	2.048579086
2733	2.048168065
2734	2.047500058
2735	2.047364612
2736	2.047084185
2737	2.04686712
2738	2.046528651
2739	2.046057579
2740	2.045237532
2741	2.044684699
2742	2.04433343
2743	2.044183315
2744	2.044076175
2745	2.043945241
2746	2.043332151
2747	2.042977902
2748	2.042619697
2749	2.042121394
2750	2.041603352
2751	2.041195654
2752	2.040979738
2753	2.0405573
2754	2.040269941
2755	2.040253316
2756	2.040057422
2757	2.040040808
2758	2.039375447
2759	2.03880413
2760	2.038246746
2761	2.038137315
2762	2.037569875
2763	2.036933404
2764	2.03629282
2765	2.036279372
2766	2.036259703
2767	2.035912859
2768	2.035357886
2769	2.034901287
2770	2.034883445
2771	2.034179828
2772	2.033938256
2773	2.033617679
2774	2.033457326
2775	2.033188056
2776	2.03269094
2777	2.032548885
2778	2.03230574
2779	2.03197906
2780	2.031637102
2781	2.031181238
2782	2.031164999
2783	2.030628782
2784	2.030134773
2785	2.029535018
2786	2.029217867
2787	2.029193917
2788	2.029067906
2789	2.028610066
2790	2.02813505
2791	2.027475557
2792	2.027236359
2793	2.026794579
2794	2.026379154
2795	2.025965627
2796	2.025156322
2797	2.024580332
2798	2.024254478
2799	2.024074671
2800	2.023754506
2801	2.023406844
2802	2.022907362
2803	2.022443452
2804	2.021969946
2805	2.021830612
2806	2.021550976
2807	2.021093112
2808	2.02067548
2809	2.020591813
2810	2.020001473
2811	2.019162123
2812	2.018893061
2813	2.018461845
2814	2.018326922
2815	2.018011057
2816	2.017727966
2817	2.017273207
2818	2.016616094
2819	2.015746125
2820	2.01516581
2821	2.01501393
2822	2.014440483
2823	2.014092227
2824	2.013748611
2825	2.013297911
2826	2.012692743
2827	2.012086144
2828	2.011788127
2829	2.011482317
2830	2.011141011
2831	2.010770623
2832	2.010102971
2833	2.009771178
2834	2.009464244
2835	2.00899108
2836	2.008876669
2837	2.008530019
2838	2.008031814
2839	2.007628417
2840	2.007424441
2841	2.006904515
2842	2.0068859
2843	2.0066119
2844	2.006414559
2845	2.005717615
2846	2.005254006
2847	2.004942434
2848	2.004695059
2849	2.00427609
2850	2.00360677
2851	2.003221872
2852	2.003094847
2853	2.002478509
2854	2.002309447
2855	2.001980653
2856	2.00138291
2857	2.001147631
2858	2.000258542
2859	1.999951334
2860	1.999640023
2861	1.999310882
2862	1.998970031
2863	1.998713229
2864	1.99831535
2865	1.997549044
2866	1.997113371
2867	1.996786684
2868	1.996247436
2869	1.995928423
2870	1.995649582
2871	1.995264568
2872	1.995012484
2873	1.99476409
2874	1.994330163
2875	1.99409319
2876	1.993465614
2877	1.993182535
2878	1.993078563
2879	1.992762967
2880	1.992246484
2881	1.991599679
2882	1.991212237
2883	1.990663643
2884	1.990262151
2885	1.990034327
2886	1.989517488
2887	1.989165126
2888	1.988612727
2889	1.988381659
2890	1.987486228
2891	1.987163988
2892	1.986490199
2893	1.98614366
2894	1.98613224
2895	1.985887867
2896	1.985609777
2897	1.984849064
2898	1.984535114
2899	1.983598469
2900	1.983168801
2901	1.982836147
2902	1.982609931
2903	1.981996109
2904	1.981863409
2905	1.981720109
2906	1.98122432
2907	1.980793354
2908	1.98034965
2909	1.979976577
2910	1.979576746
2911	1.979368747
2912	1.979079606
2913	1.978459135
2914	1.978095407
2915	1.977727632
2916	1.977363545
2917	1.976939631
2918	1.976669243
2919	1.976434256
2920	1.976095288
2921	1.976079678
2922	1.975562384
2923	1.975260689
2924	1.974889617
2925	1.974438893
2926	1.97415705
2927	1.974139276
2928	1.97361674
2929	1.973322443
2930	1.972770673
2931	1.9725918
2932	1.972375976
2933	1.971659317
2934	1.971645607
2935	1.971409023
2936	1.971299425
2937	1.970723679
2938	1.970527056
2939	1.970179004
2940	1.969677258
2941	1.969547701
2942	1.969324402
2943	1.96902274
2944	1.969008355
2945	1.968502528
2946	1.967702202
2947	1.967446451
2948	1.966963837
2949	1.966639381
2950	1.966162127
2951	1.966144989
2952	1.965718922
2953	1.965240755
2954	1.964853503
2955	1.964661135
2956	1.963923323
2957	1.963661399
2958	1.963493322
2959	1.96310697
2960	1.962713636
2961	1.962351828
2962	1.961889913
2963	1.961165621
2964	1.96036156
2965	1.959919573
2966	1.959499107
2967	1.95903135
2968	1.958815197
2969	1.958549926
2970	1.958048726
2971	1.957760799
2972	1.956981337
2973	1.956473446
2974	1.95599051
2975	1.955759423
2976	1.955212108
2977	1.955195889
2978	1.954501172
2979	1.953920606
2980	1.953662391
2981	1.953361182
2982	1.953346022
2983	1.953115318
2984	1.953079312
2985	1.952583677
2986	1.952397283
2987	1.952348489
2988	1.951581396
2989	1.951257634
2990	1.95066657
2991	1.950322802
2992	1.949821407
2993	1.949286936
2994	1.948874513
2995	1.948452951
2996	1.948013063
2997	1.94747213
2998	1.947301307
2999	1.946952215
3000	1.946515554
3001	1.946341564
3002	1.94617787
3003	1.945609463
3004	1.945190008
3005	1.944917625
3006	1.944882555
3007	1.944416669
3008	1.944320204
3009	1.943675936
3010	1.943657584
3011	1.943341923
3012	1.943034505
3013	1.942779678
3014	1.942763336
3015	1.9425704
3016	1.942339218
3017	1.941944651
3018	1.941710705
3019	1.941547116
3020	1.941164276
3021	1.94077248
3022	1.940303816
3023	1.940142901
3024	1.939705685
3025	1.939210005
3026	1.939196094
3027	1.938941836
3028	1.938525489
3029	1.938219636
3030	1.938097131
3031	1.937802687
3032	1.937636305
3033	1.937032832
3034	1.936696406
3035	1.936373892
3036	1.936039303
3037	1.935947572
3038	1.935720431
3039	1.935514425
3040	1.935114901
3041	1.934556781
3042	1.934175768
3043	1.934033766
3044	1.933723879
3045	1.933425554
3046	1.932909056
3047	1.932687896
3048	1.932253169
3049	1.931888085
3050	1.931666862
3051	1.931272796
3052	1.931033867
3053	1.930605752
3054	1.930515313
3055	1.930346866
3056	1.929889172
3057	1.929361551
3058	1.929051963
3059	1.928549715
3060	1.928202309
3061	1.927800138
3062	1.927333492
3063	1.926975224
3064	1.926406493
3065	1.926129838
3066	1.925629374
3067	1.925252235
3068	1.924763847
3069	1.924730155
3070	1.92421153
3071	1.923862911
3072	1.923635178
3073	1.923100537
3074	1.922755678
3075	1.922564203
3076	1.922176529
3077	1.921639067
3078	1.921468691
3079	1.921174333
3080	1.920758678
3081	1.92069432
3082	1.920311761
3083	1.920008136
3084	1.919482072
3085	1.919212611
3086	1.918851817
3087	1.918489168
3088	1.91772499
3089	1.917412706
3090	1.917400609
3091	1.916961086
3092	1.916714485
3093	1.916620114
3094	1.915867093
3095	1.915854461
3096	1.915714527
3097	1.915267925
3098	1.914669171
3099	1.914461116
3100	1.914131989
3101	1.913630152
3102	1.91338509
3103	1.913010537
3104	1.912552476
3105	1.91230882
3106	1.912027087
3107	1.911720973
3108	1.911421872
3109	1.911068142
3110	1.910784352
3111	1.910535651
3112	1.910244665
3113	1.910044826
3114	1.909686037
3115	1.909179377
3116	1.908694919
3117	1.90813524
3118	1.908122369
3119	1.90786574
3120	1.907582004
3121	1.907372968
3122	1.907038063
3123	1.906729735
3124	1.906268363
3125	1.906014373
3126	1.905999017
3127	1.905676658
3128	1.905300011
3129	1.90510011
3130	1.904945186
3131	1.904295015
3132	1.904164244
3133	1.903828145
3134	1.903528666
3135	1.903218885
3136	1.903205875
3137	1.902818629
3138	1.902626736
3139	1.902530426
3140	1.902273179
3141	1.902140249
3142	1.901708378
3143	1.901421308
3144	1.900809373
3145	1.900616978
3146	1.900601875
3147	1.900247503
3148	1.900076291
3149	1.899753017
3150	1.899739948
3151	1.899584973
3152	1.899373391
3153	1.898963674
3154	1.898569057
3155	1.898133249
3156	1.897856366
3157	1.897611931
3158	1.897210936
3159	1.89704777
3160	1.896466377
3161	1.896106523
3162	1.895579067
3163	1.895454281
3164	1.894843418
3165	1.894533182
3166	1.894357338
3167	1.894254166
3168	1.893942127
3169	1.893929504
3170	1.893611021
3171	1.893170704
3172	1.893139869
3173	1.892799745
3174	1.892639744
3175	1.892153297
3176	1.891773464
3177	1.891517021
3178	1.891210471
3179	1.890888828
3180	1.890428108
3181	1.890040747
3182	1.889655809
3183	1.8894234
3184	1.888942223
3185	1.888903247
3186	1.888607509
3187	1.888304395
3188	1.887819877
3189	1.887625267
3190	1.887332612
3191	1.886973547
3192	1.886511904
3193	1.886286617
3194	1.886127483
3195	1.885687065
3196	1.885376177
3197	1.88502724
3198	1.884833985
3199	1.884564363
3200	1.884349722
3201	1.883999602
3202	1.883584495
3203	1.883132787
3204	1.882895599
3205	1.882643652
3206	1.882492326
3207	1.882143022
3208	1.881771336
3209	1.881577537
3210	1.881262741
3211	1.88124995
3212	1.880928466
3213	1.880676825
3214	1.880381831
3215	1.880104399
3216	1.880092743
3217	1.880062884
3218	1.879974524
